,0.5km지하철,1.0km지하철,1.5km지하철
164,1,1,2
165,0,0,2
166,0,0,2
167,2,2,3
168,0,2,3
169,1,1,2
170,2,2,3
171,1,2,3
172,0,1,5
173,0,2,2
174,2,2,4
175,2,2,4
176,2,2,4
177,1,2,2
178,1,2,2
179,0,2,2
180,1,2,2
181,0,2,4
182,0,2,2
183,0,1,2
184,0,1,2
185,0,0,1
186,0,0,1
187,0,0,1
188,0,1,1
189,0,0,1
190,0,0,1
191,1,2,2
192,0,2,2
193,0,2,2
194,0,0,2
195,0,3,3
196,0,0,2
197,2,2,3
198,1,2,3
199,0,1,1
200,0,1,2
201,1,1,2
202,1,1,3
203,1,4,4
204,0,1,3
205,1,1,2
206,1,3,5
207,1,2,3
208,1,1,3
209,0,1,2
210,0,0,0
211,1,2,2
212,2,2,2
213,1,1,2
214,1,2,2
215,0,2,2
216,0,1,3
217,0,0,1
218,0,1,2
219,2,2,2
220,0,0,2
221,0,2,2
222,0,2,2
223,1,3,4
224,1,2,2
225,0,1,3
226,2,2,2
227,0,2,2
228,0,1,1
229,0,2,2
230,1,2,3
231,0,1,1
232,1,1,2
233,1,1,3
234,2,3,3
235,1,2,2
236,2,2,2
237,0,0,2
238,0,2,2
239,0,1,1
240,1,1,1
241,0,3,3
242,0,3,4
243,1,3,3
244,0,3,4
245,1,1,5
246,2,3,4
247,1,3,6
248,0,1,2
249,1,3,3
250,1,2,6
251,3,3,3
252,0,2,3
253,0,0,3
254,0,0,3
255,0,1,1
256,1,2,3
257,0,0,2
258,0,0,2
259,0,0,1
260,1,2,2
261,0,0,2
262,0,0,1
263,0,0,1
264,0,0,2
265,1,2,2
266,2,2,2
267,0,3,6
268,1,4,4
269,0,0,2
270,0,1,2
271,0,2,3
272,1,1,4
273,0,1,3
274,1,1,2
275,1,2,3
276,1,2,4
277,1,2,3
278,0,0,1
279,0,1,2
280,0,1,2
281,0,1,2
282,1,3,5
283,1,1,3
284,0,2,2
285,0,3,6
286,0,1,5
287,1,2,2
288,0,1,5
289,1,3,4
290,2,2,6
291,1,2,3
292,0,1,3
293,1,3,6
294,0,0,2
295,0,0,2
296,2,2,5
297,1,4,4
298,1,2,2
299,0,1,3
300,0,1,5
301,0,0,1
302,0,0,3
303,0,1,4
304,0,2,4
305,0,2,4
306,1,3,5
307,0,0,2
308,0,0,1
309,0,1,2
310,0,2,4
311,0,2,4
312,1,2,4
313,2,2,4
314,1,2,3
315,0,2,2
316,0,2,2
317,1,2,2
318,0,0,3
319,0,1,3
320,0,0,2
321,0,0,3
322,2,2,2
323,0,3,4
324,1,2,4
325,1,1,4
326,0,0,2
327,2,2,4
328,0,0,2
329,1,1,3
330,1,4,4
331,0,1,2
332,0,0,3
333,1,2,3
334,0,0,2
335,1,3,5
336,0,1,3
337,0,0,2
338,1,2,2
339,1,2,2
340,1,2,2
341,1,2,2
342,1,2,2
343,1,2,2
344,1,2,2
345,1,2,2
346,1,2,2
347,1,2,2
348,1,2,2
349,1,2,2
350,1,2,2
351,1,2,2
352,1,2,2
353,1,2,2
354,1,2,2
355,1,2,2
356,1,2,2
357,1,2,2
358,1,2,2
359,1,2,2
360,1,2,2
361,1,2,2
362,1,2,2
363,1,2,2
364,1,2,2
365,1,2,2
366,1,2,2
367,1,2,2
368,1,2,2
369,1,2,2
370,1,2,2
371,1,2,2
372,1,2,2
373,1,2,2
374,1,2,2
375,1,2,2
376,1,2,2
377,1,2,2
378,1,2,2
379,1,2,2
380,1,2,2
381,1,2,2
382,1,2,2
383,1,2,2
384,1,2,2
385,1,2,2
386,1,2,2
387,1,2,2
388,1,2,2
389,1,2,2
390,1,2,2
391,1,2,2
392,1,2,2
393,1,2,2
394,1,2,2
395,1,2,2
396,1,2,2
397,1,2,2
398,1,2,2
399,1,2,2
400,1,2,2
401,1,2,2
402,1,2,2
403,1,2,2
404,1,2,2
405,1,2,2
406,1,2,2
407,1,2,2
408,1,2,2
409,1,2,2
410,1,2,2
411,1,2,2
412,1,2,2
413,1,2,2
414,1,2,2
415,1,2,2
416,1,2,2
417,1,2,2
418,1,2,2
419,1,2,2
420,1,2,2
421,1,2,2
422,1,2,2
423,1,2,2
424,1,2,2
425,1,2,2
426,1,2,2
427,1,2,2
428,1,2,2
429,1,2,2
430,1,2,2
431,1,2,2
432,1,2,2
433,1,2,2
434,1,2,2
435,1,2,2
436,1,2,2
437,1,2,2
438,1,2,2
439,1,2,2
440,1,2,2
441,1,2,2
442,1,2,2
443,1,2,2
444,0,1,3
445,0,0,2
446,1,1,2
447,2,2,6
448,0,2,4
449,0,0,3
450,0,0,2
451,0,1,2
452,0,0,1
453,1,1,2
454,0,2,2
455,2,2,6
456,0,0,2
457,0,1,2
458,0,1,2
459,0,1,2
460,0,0,1
461,0,1,2
462,0,1,1
463,1,1,2
464,0,2,4
465,1,2,2
466,1,3,5
467,0,0,0
468,1,2,3
469,1,2,2
470,0,1,3
471,1,3,4
472,0,0,1
473,1,2,2
474,1,3,5
475,0,0,1
476,1,2,3
477,1,2,3
478,0,0,2
479,0,0,2
480,0,1,2
481,0,1,2
482,1,4,4
483,0,1,2
484,0,1,2
485,0,1,3
486,0,0,2
487,0,1,2
488,1,2,3
489,0,0,1
490,2,3,5
491,1,1,4
492,1,1,4
493,0,3,4
494,0,0,1
495,1,3,4
496,0,0,2
497,2,4,4
498,2,4,4
499,0,0,2
500,0,0,1
501,1,4,4
502,1,2,2
503,0,0,2
504,2,3,5
505,0,0,1
506,1,3,4
507,0,2,4
508,0,0,1
509,0,0,2
510,1,4,4
511,3,4,4
512,0,0,1
513,0,3,3
514,0,1,2
515,0,0,2
516,1,3,4
517,0,0,2
518,0,0,2
519,1,2,2
520,0,3,4
521,1,4,4
522,0,2,2
523,1,4,4
524,0,2,2
525,1,2,3
526,0,0,2
527,0,2,3
528,0,0,1
529,0,1,3
530,0,0,3
531,0,0,5
532,0,0,3
533,0,0,1
534,0,0,2
535,0,1,3
536,0,1,3
537,2,3,5
538,0,1,3
539,1,2,2
540,1,4,4
541,0,0,1
542,0,0,1
543,0,1,3
544,0,0,1
545,0,2,2
546,0,2,2
547,1,4,4
548,0,2,2
549,0,0,2
550,0,0,2
551,0,1,2
552,1,2,2
553,0,0,2
554,0,0,2
555,1,3,4
556,1,3,4
557,1,3,4
558,1,4,4
559,1,3,4
560,1,4,4
561,1,2,3
562,1,3,4
563,2,3,6
564,1,4,4
565,1,3,4
566,2,2,6
567,1,2,3
568,1,4,4
569,2,2,4
570,1,2,3
571,1,2,3
572,0,0,2
573,0,1,5
574,0,1,2
575,0,0,1
576,0,2,2
577,2,2,6
578,0,0,2
579,1,1,2
580,0,1,3
581,1,4,4
582,0,0,2
583,0,0,1
584,1,1,4
585,1,4,4
586,0,0,0
587,0,1,3
588,0,3,4
589,1,1,4
590,1,4,4
591,1,1,3
592,1,1,2
593,1,1,2
594,1,1,2
595,1,1,2
596,1,1,2
597,1,1,2
598,1,1,2
599,1,1,2
600,1,1,2
601,1,1,2
602,1,1,2
603,1,1,2
604,0,0,1
605,2,2,6
606,1,4,4
607,0,0,3
608,0,3,4
609,0,0,2
610,1,3,4
611,1,2,4
612,0,2,2
613,1,1,2
614,2,2,4
615,2,2,4
616,1,4,4
617,0,2,5
618,2,2,6
619,2,2,4
620,0,0,1
621,1,4,4
622,0,4,4
623,0,0,2
624,0,1,5
625,0,1,2
626,0,0,1
627,1,3,4
628,1,4,4
629,1,2,2
630,0,0,2
631,1,2,2
632,0,0,2
633,1,2,2
634,0,0,3
635,0,0,1
636,0,0,2
637,0,0,3
638,0,0,1
639,0,0,1
640,0,0,1
641,1,2,3
642,1,1,3
643,0,2,4
644,0,0,2
645,0,0,1
646,0,1,2
647,0,1,2
648,0,0,3
649,0,1,2
650,0,0,1
651,0,1,5
652,0,0,2
653,1,2,2
654,0,0,2
655,0,0,3
656,0,0,1
657,0,1,2
658,0,1,2
659,0,1,2
660,0,1,2
661,0,1,2
662,0,1,2
663,0,1,2
664,0,1,2
665,0,1,2
666,0,1,2
667,0,1,2
668,0,1,2
669,0,1,2
670,0,1,2
671,0,1,2
672,0,1,2
673,0,2,2
674,0,2,4
675,1,3,5
676,1,4,4
677,1,1,2
678,0,0,1
679,1,1,2
680,1,1,4
681,1,1,4
682,0,1,1
683,0,0,2
684,1,4,4
685,0,0,1
686,0,2,3
687,0,0,1
688,1,4,4
689,0,0,2
690,0,0,1
691,0,0,1
692,1,4,4
693,1,2,4
694,0,0,1
695,0,0,0
696,2,2,4
697,0,1,2
698,0,0,2
699,1,4,4
700,0,0,1
701,0,0,0
702,2,2,2
703,0,2,2
704,0,0,1
705,0,2,2
706,0,1,3
707,0,0,3
708,0,0,1
709,0,0,2
710,0,0,3
711,1,3,6
712,0,1,2
713,0,0,1
714,0,0,1
715,0,1,2
716,0,0,3
717,0,1,2
718,0,1,2
719,1,1,4
720,1,4,4
721,0,0,1
722,0,0,2
723,0,2,2
724,1,2,3
725,0,0,2
726,0,3,6
727,1,2,4
728,0,0,2
729,1,2,2
730,0,0,3
731,1,1,3
732,3,4,5
733,1,1,2
734,1,3,5
735,0,0,1
736,1,1,2
737,0,0,1
738,0,1,2
739,1,1,2
740,0,1,2
741,2,3,5
742,0,0,1
743,0,1,2
744,0,0,2
745,0,0,2
746,1,2,2
747,1,2,4
748,1,4,4
749,1,2,3
750,0,1,2
751,0,0,3
752,0,0,3
753,0,1,2
754,0,1,2
755,1,2,2
756,1,2,4
757,0,0,1
758,0,1,2
759,1,1,4
760,0,2,2
761,0,3,6
762,1,2,4
763,2,3,6
764,2,2,6
765,0,0,3
766,0,1,3
767,1,2,2
768,3,4,5
769,0,0,2
770,0,0,2
771,1,4,4
772,1,2,3
773,2,2,4
774,0,0,1
775,0,0,3
776,1,2,4
777,1,2,2
778,0,0,3
779,1,1,2
780,0,0,3
781,1,3,4
782,0,0,2
783,0,0,1
784,1,2,3
785,0,1,2
786,1,4,4
787,0,2,4
788,2,2,6
789,0,1,2
790,0,0,1
791,0,0,1
792,0,0,1
793,1,2,4
794,1,2,4
795,1,2,4
796,1,2,4
797,1,2,4
798,1,2,4
799,1,2,4
800,1,2,4
801,1,2,4
802,1,2,4
803,1,2,2
804,2,2,2
805,0,0,1
806,1,2,4
807,1,2,4
808,1,2,4
809,1,2,4
810,1,2,4
811,1,2,4
812,1,2,4
813,1,2,4
814,1,2,4
815,1,2,4
816,0,0,1
817,0,2,4
818,0,0,1
819,0,0,1
820,0,0,2
821,0,1,2
822,1,1,3
823,1,1,3
824,1,1,2
825,1,2,2
826,0,0,3
827,1,2,3
828,0,0,1
829,0,0,1
830,0,1,3
831,1,2,3
832,1,2,2
833,0,0,2
834,0,0,1
835,1,3,6
836,0,1,2
837,0,1,2
838,0,0,2
839,0,1,2
840,0,0,2
841,0,0,2
842,0,0,1
843,0,0,1
844,0,0,2
845,0,0,2
846,0,0,2
847,0,1,2
848,0,0,2
849,0,3,4
850,1,1,2
851,0,1,2
852,1,3,5
853,0,0,2
854,0,2,2
855,1,1,4
856,2,2,2
857,1,2,3
858,0,1,2
859,2,2,4
860,0,0,3
861,0,0,1
862,0,0,1
863,0,2,4
864,1,2,3
865,0,0,3
866,0,0,2
867,1,1,4
868,1,4,4
869,1,2,3
870,0,0,3
871,0,0,3
872,0,0,3
873,0,4,4
874,0,0,2
875,0,1,1
876,0,3,6
877,0,0,1
878,0,1,1
879,1,2,2
880,2,2,4
881,2,2,4
882,3,3,4
883,2,3,6
884,2,2,6
885,1,4,4
886,0,3,6
887,0,2,2
888,0,0,1
889,0,0,1
890,0,1,2
891,1,2,3
892,0,0,1
893,0,0,1
894,0,1,2
895,0,0,1
896,1,1,3
897,0,1,1
898,0,0,1
899,2,2,2
900,0,0,3
901,0,0,1
902,2,2,6
903,1,2,4
904,0,0,3
905,0,0,1
906,0,0,1
907,0,0,1
908,0,1,2
909,0,0,1
910,0,2,2
911,0,3,5
912,0,3,4
913,0,0,2
914,1,2,2
915,0,1,3
916,0,0,0
917,0,0,1
918,0,0,2
919,0,0,2
920,0,0,0
921,0,0,2
922,0,2,3
923,1,3,5
924,1,2,4
925,0,1,2
926,0,0,2
927,1,1,2
928,1,2,3
929,1,2,2
930,1,1,4
931,0,0,2
932,0,0,2
933,0,2,5
934,1,3,5
935,1,2,3
936,0,0,1
937,0,2,4
938,2,2,4
939,0,1,2
940,0,0,1
941,0,0,2
942,1,2,3
943,1,2,2
944,0,1,2
945,0,1,1
946,0,1,2
947,0,1,5
948,0,0,1
949,0,0,1
950,1,2,2
951,0,1,1
952,0,1,2
953,2,2,6
954,1,1,2
955,0,0,3
956,0,1,3
957,0,0,2
958,0,0,2
959,0,0,1
960,0,1,2
961,1,4,4
962,0,0,1
963,0,0,1
964,0,0,3
965,0,0,3
966,0,1,3
967,0,1,2
968,0,0,2
969,0,2,3
970,1,2,2
971,0,0,2
972,0,0,2
973,1,2,2
974,0,0,1
975,1,3,5
976,2,2,4
977,0,0,1
978,1,2,2
979,0,0,2
980,0,1,2
981,0,1,2
982,0,0,1
983,1,3,5
984,0,0,2
985,0,2,2
986,0,1,5
987,1,3,4
988,0,0,2
989,0,1,2
990,0,1,2
991,0,2,2
992,1,4,4
993,0,0,3
994,1,2,2
995,0,0,3
996,1,2,2
997,0,1,3
998,0,1,3
999,0,0,3
1000,1,2,2
1001,0,2,4
1002,0,1,2
1003,0,0,3
1004,0,0,3
1005,0,0,1
1006,1,1,2
1007,1,3,4
1008,2,2,4
1009,1,3,5
1010,0,0,1
1011,1,2,2
1012,0,0,1
1013,1,2,4
1014,0,1,2
1015,0,1,2
1016,2,2,6
1017,0,0,1
1018,2,2,2
1019,0,0,2
1020,1,2,2
1021,0,1,2
1022,2,3,6
1023,0,2,2
1024,0,1,2
1025,0,2,2
1026,0,1,1
1027,0,1,2
1028,0,0,2
1029,0,1,2
1030,0,1,2
1031,1,1,2
1032,1,2,3
1033,0,2,2
1034,1,3,4
1035,0,0,1
1036,0,0,1
1037,1,4,4
1038,0,0,2
1039,1,2,2
1040,0,1,5
1041,1,3,5
1042,0,1,1
1043,0,1,5
1044,2,2,4
1045,0,1,5
1046,1,2,3
1047,2,2,6
1048,1,1,2
1049,0,0,1
1050,1,1,4
1051,0,1,2
1052,0,0,2
1053,0,2,3
1054,0,3,6
1055,1,2,4
1056,1,1,2
1057,1,1,2
1058,1,2,2
1059,0,0,2
1060,0,0,2
1061,0,0,2
1062,1,2,2
1063,2,2,6
1064,0,1,5
1065,1,4,4
1066,0,0,1
1067,0,0,1
1068,0,1,2
1069,0,1,1
1070,1,3,4
1071,1,2,2
1072,2,2,2
1073,0,0,1
1074,0,0,1
1075,0,0,1
1076,0,0,1
1077,0,0,2
1078,0,1,5
1079,1,1,4
1080,0,0,2
1081,0,0,2
1082,1,2,3
1083,1,1,2
1084,0,0,1
1085,0,1,2
1086,0,0,1
1087,0,2,4
1088,0,1,5
1089,0,1,5
1090,0,0,2
1091,0,0,1
1092,0,0,2
1093,1,2,3
1094,0,1,2
1095,1,4,4
1096,1,3,4
1097,0,0,2
1098,0,0,1
1099,1,1,4
1100,0,2,3
1101,2,3,5
1102,0,1,2
1103,1,1,2
1104,1,4,4
1105,1,2,2
1106,0,1,2
1107,0,3,6
1108,0,0,2
1109,0,0,3
1110,0,0,2
1111,0,0,3
1112,0,0,2
1113,0,1,1
1114,0,0,3
1115,0,1,2
1116,0,1,2
1117,0,0,1
1118,1,2,2
1119,0,0,2
1120,2,2,5
1121,2,2,5
1122,0,2,2
1123,0,0,1
1124,0,2,3
1125,0,1,3
1126,0,1,2
1127,1,1,4
1128,0,0,3
1129,0,0,3
1130,0,0,3
1131,1,1,4
1132,1,4,4
1133,0,1,1
1134,0,2,3
1135,1,2,2
1136,1,3,5
1137,0,3,4
1138,2,2,6
1139,1,2,2
1140,0,2,2
1141,2,2,6
1142,0,1,2
1143,2,2,4
1144,2,2,4
1145,2,2,4
1146,2,2,4
1147,2,2,4
1148,2,2,4
1149,2,2,4
1150,2,2,4
1151,2,2,4
1152,2,2,4
1153,2,2,4
1154,2,2,4
1155,2,2,4
1156,2,2,4
1157,2,2,4
1158,2,2,4
1159,2,2,4
1160,2,2,4
1161,2,2,4
1162,2,2,4
1163,2,2,4
1164,2,2,4
1165,2,2,4
1166,2,2,4
1167,2,2,4
1168,2,2,4
1169,1,1,4
1170,1,3,4
1171,0,1,2
1172,0,1,2
1173,0,1,2
1174,2,2,6
1175,0,0,2
1176,0,2,3
1177,2,2,6
1178,1,2,2
1179,2,2,6
1180,0,0,1
1181,0,0,1
1182,1,2,2
1183,0,0,2
1184,0,1,5
1185,1,1,2
1186,0,0,2
1187,0,0,1
1188,0,1,3
1189,0,1,2
1190,0,0,1
1191,0,1,2
1192,1,2,4
1193,0,1,2
1194,0,0,0
1195,0,0,3
1196,0,1,5
1197,1,2,2
1198,1,2,2
1199,0,2,2
1200,0,1,2
1201,2,2,4
1202,0,1,3
1203,0,0,1
1204,1,2,3
1205,0,1,2
1206,0,1,2
1207,0,1,2
1208,0,1,2
1209,0,1,2
1210,2,2,6
1211,0,1,2
1212,1,4,4
1213,1,1,4
1214,2,2,4
1215,0,1,1
1216,0,2,2
1217,0,1,2
1218,0,0,2
1219,0,1,2
1220,1,1,2
1221,0,2,4
1222,0,2,3
1223,0,2,4
1224,0,0,1
1225,0,1,2
1226,2,2,4
1227,0,1,2
1228,2,2,4
1229,1,3,4
1230,1,2,3
1231,0,0,0
1232,0,0,0
1233,0,0,1
1234,0,0,1
1235,0,0,2
1236,0,3,4
1237,1,1,4
1238,1,1,4
1239,2,3,4
1240,0,0,1
1241,1,1,4
1242,0,1,2
1243,1,2,4
1244,1,3,5
1245,0,1,2
1246,1,1,2
1247,1,4,4
1248,0,0,1
1249,0,0,2
1250,0,1,1
1251,0,1,2
1252,0,0,1
1253,0,1,2
1254,1,2,2
1255,0,1,2
1256,0,3,4
1257,1,2,2
1258,1,3,6
1259,1,4,4
1260,2,2,5
1261,0,1,1
1262,1,4,4
1263,0,1,2
1264,0,1,2
1265,1,2,2
1266,2,3,5
1267,2,2,5
1268,1,2,2
1269,1,2,2
1270,0,0,1
1271,0,0,1
1272,0,0,1
1273,0,1,2
1274,0,0,1
1275,0,1,2
1276,0,1,5
1277,0,1,2
1278,0,0,2
1279,0,0,3
1280,2,2,6
1281,1,3,4
1282,2,4,4
1283,1,1,2
1284,1,1,2
1285,1,1,2
1286,1,1,2
1287,1,1,2
1288,1,1,2
1289,1,1,2
1290,1,1,2
1291,1,1,2
1292,1,1,2
1293,1,1,2
1294,1,1,2
1295,1,1,2
1296,1,1,2
1297,1,1,2
1298,1,1,2
1299,0,2,3
1300,0,2,3
1301,0,0,3
1302,0,3,4
1303,2,2,4
1304,1,2,5
1305,2,2,6
1306,0,0,5
1307,1,2,2
1308,0,0,1
1309,0,0,1
1310,0,0,3
1311,0,0,2
1312,0,3,6
1313,0,0,3
1314,0,1,1
1315,1,3,4
1316,1,1,4
1317,0,0,1
1318,0,1,2
1319,1,4,4
1320,1,1,3
1321,0,1,2
1322,1,1,2
1323,1,2,3
1324,1,1,2
1325,2,2,4
1326,0,1,2
1327,0,0,1
1328,3,3,4
1329,1,4,4
1330,0,1,2
1331,0,1,2
1332,0,0,1
1333,0,1,2
1334,2,3,5
1335,1,1,2
1336,0,1,2
1337,1,1,3
1338,0,0,2
1339,0,1,2
1340,1,1,2
1341,0,2,4
1342,0,0,1
1343,1,2,5
1344,0,1,2
1345,0,0,3
1346,0,1,2
1347,1,3,4
1348,2,2,6
1349,0,1,2
1350,0,0,3
1351,0,1,2
1352,0,1,2
1353,0,0,2
1354,0,1,2
1355,1,3,4
1356,0,0,2
1357,0,1,2
1358,0,0,2
1359,0,0,1
1360,0,0,2
1361,1,3,5
1362,1,3,4
1363,1,3,5
1364,1,1,3
1365,0,0,1
1366,1,1,4
1367,1,4,4
1368,0,1,2
1369,0,0,2
1370,0,0,2
1371,0,0,2
1372,1,1,4
1373,0,0,2
1374,0,0,2
1375,0,0,2
1376,1,1,2
1377,0,0,2
1378,0,1,2
1379,0,3,4
1380,0,1,2
1381,2,3,5
1382,0,0,1
1383,1,2,2
1384,0,2,5
1385,2,2,5
1386,0,1,2
1387,0,1,2
1388,0,1,2
1389,1,2,3
1390,0,0,0
1391,0,1,1
1392,1,1,2
1393,1,4,4
1394,2,4,4
1395,1,2,2
1396,0,0,0
1397,0,2,4
1398,0,2,4
1399,1,3,5
1400,0,2,4
1401,1,2,4
1402,0,2,3
1403,0,0,3
1404,1,1,2
1405,0,0,2
1406,0,1,2
1407,0,1,2
1408,0,0,2
1409,0,0,2
1410,0,1,2
1411,0,0,3
1412,0,1,2
1413,1,4,4
1414,0,0,1
1415,0,2,3
1416,0,0,3
1417,0,1,2
1418,0,0,3
1419,0,2,2
1420,0,0,2
1421,0,0,1
1422,0,1,2
1423,1,2,2
1424,1,1,3
1425,0,1,2
1426,0,0,2
1427,0,1,2
1428,1,2,3
1429,0,1,2
1430,0,2,3
1431,0,3,6
1432,1,2,2
1433,0,3,4
1434,1,1,3
1435,2,2,6
1436,2,2,6
1437,1,1,2
1438,1,1,2
1439,1,1,2
1440,0,0,3
1441,0,1,2
1442,0,2,3
1443,0,0,2
1444,0,1,2
1445,0,3,6
1446,0,1,5
1447,0,0,1
1448,2,2,2
1449,0,1,3
1450,1,2,2
1451,0,0,3
1452,1,2,2
1453,0,0,2
1454,0,0,1
1455,0,0,1
1456,0,0,1
1457,0,0,1
1458,0,0,2
1459,0,0,2
1460,1,2,2
1461,0,0,1
1462,0,0,3
1463,1,2,3
1464,2,2,6
1465,0,0,2
1466,0,3,5
1467,0,1,2
1468,1,3,4
1469,0,1,2
1470,1,2,2
1471,0,1,2
1472,0,1,5
1473,0,0,2
1474,0,1,3
1475,2,2,4
1476,0,0,2
1477,1,3,4
1478,1,2,3
1479,0,0,1
1480,0,1,1
1481,1,1,2
1482,0,0,2
1483,0,0,2
1484,1,3,4
1485,0,2,4
1486,0,1,2
1487,0,1,2
1488,0,1,2
1489,0,1,1
1490,0,0,2
1491,0,0,2
1492,0,0,2
1493,0,0,0
1494,0,0,2
1495,0,0,2
1496,0,0,2
1497,0,0,2
1498,0,0,2
1499,0,0,1
1500,0,1,2
1501,1,1,4
1502,0,2,2
1503,0,0,2
1504,0,1,2
1505,2,2,6
1506,2,2,6
1507,0,1,3
1508,1,2,3
1509,0,1,1
1510,0,1,3
1511,0,0,1
1512,2,2,6
1513,0,1,2
1514,0,1,3
1515,1,2,2
1516,0,0,2
1517,0,3,4
1518,0,0,1
1519,0,0,1
1520,2,2,4
1521,0,0,1
1522,0,0,2
1523,0,0,3
1524,0,0,1
1525,2,2,6
1526,0,0,1
1527,0,2,2
1528,2,2,5
1529,1,4,4
1530,0,0,1
1531,1,2,2
1532,0,1,2
1533,1,4,4
1534,0,0,1
1535,0,0,3
1536,2,3,5
1537,0,0,0
1538,0,1,2
1539,1,2,2
1540,0,0,2
1541,0,0,0
1542,1,3,5
1543,1,2,2
1544,0,0,3
1545,0,1,3
1546,1,4,4
1547,0,0,2
1548,0,0,2
1549,1,3,4
1550,0,2,3
1551,3,3,4
1552,0,2,2
1553,1,1,2
1554,1,1,2
1555,1,2,3
1556,0,0,1
1557,2,2,6
1558,0,2,4
1559,0,3,6
1560,0,1,3
1561,1,1,2
1562,2,2,6
1563,0,0,3
1564,0,0,3
1565,0,1,3
1566,0,0,3
1567,1,3,5
1568,1,1,2
1569,0,0,3
1570,0,1,3
1571,1,2,2
1572,0,0,1
1573,0,3,4
1574,1,2,2
1575,1,2,2
1576,1,1,3
1577,0,1,2
1578,0,0,1
1579,0,0,1
1580,0,0,1
1581,0,0,1
1582,0,2,3
1583,0,0,1
1584,1,4,4
1585,0,2,2
1586,1,2,2
1587,1,3,5
1588,1,1,2
1589,0,1,2
1590,0,0,2
1591,0,2,3
1592,0,2,5
1593,2,2,6
1594,0,0,1
1595,0,0,1
1596,0,0,1
1597,0,3,4
1598,0,0,1
1599,1,3,4
1600,0,0,2
1601,1,1,2
1602,1,2,2
1603,0,0,1
1604,0,0,1
1605,1,2,3
1606,0,1,2
1607,1,4,4
1608,1,2,2
1609,0,0,1
1610,0,1,2
1611,0,1,2
1612,0,0,1
1613,1,3,5
1614,0,2,5
1615,0,0,2
1616,0,1,2
1617,0,0,3
1618,1,2,2
1619,1,3,4
1620,1,3,4
1621,0,1,2
1622,0,0,1
1623,0,0,1
1624,0,1,1
1625,0,1,2
1626,0,1,2
1627,0,0,2
1628,1,2,2
1629,1,2,2
1630,0,0,2
1631,0,1,3
1632,0,0,3
1633,1,2,3
1634,2,2,4
1635,1,2,4
1636,0,0,1
1637,0,0,2
1638,0,1,2
1639,3,3,4
1640,3,3,4
1641,0,0,2
1642,0,0,2
1643,0,0,2
1644,0,2,2
1645,0,0,2
1646,0,0,5
1647,0,0,2
1648,1,1,4
1649,0,1,2
1650,0,0,3
1651,0,0,2
1652,0,0,1
1653,1,2,2
1654,0,0,1
1655,1,1,2
1656,0,0,2
1657,1,2,2
1658,0,0,2
1659,0,0,2
1660,0,0,2
